derived_sample_id	seq_tech	ebi_sample_acc
AN0237-Cx	HiSeq	ERS224564
AN0238-C	HiSeq	ERS224423
AN0239-C	HiSeq	ERS224487
AN0240-C	HiSeq	ERS224524
AN0240-Cx	HiSeq	ERS224524
AN0241-C	HiSeq	ERS224547
AN0241-Cx	HiSeq	ERS224547
AN0242-C	HiSeq	ERS224414
AN0243-C	HiSeq	ERS224466
AN0244-C	HiSeq	ERS224601
AN0244-Cx	HiSeq	ERS224601
AN0245-C	HiSeq	ERS224511
AN0245-Cx	HiSeq	ERS224511
AN0246-C	HiSeq	ERS224451
AN0247-C	HiSeq	ERS224388
AN0248-C	HiSeq	ERS224367
AN0249-C	HiSeq	ERS224429
AN0250-C	HiSeq	ERS224505
AN0250-Cx	HiSeq	ERS224505
AN0251-C	HiSeq	ERS224397
AN0252-C	HiSeq	ERS224369
AN0253-C	HiSeq	ERS224472
AN0254-C	HiSeq	ERS224421
AN0255-C	HiSeq	ERS224363
AN0256-C	HiSeq	ERS224336
AN0257-C	HiSeq	ERS224502
AN0258-C	HiSeq	ERS224399
AN0259-C	HiSeq	ERS224639
AN0259-Cx	HiSeq	ERS224639
AN0260-C	HiSeq	ERS224372
AN0261-C	HiSeq	ERS224537
AN0261-Cx	HiSeq	ERS224537
AN0262-C	HiSeq	ERS224387
AN0263-C	HiSeq	ERS224540
AN0263-Cx	HiSeq	ERS224540
AN0264-C	HiSeq	ERS224360
AN0265-C	HiSeq	ERS224469
AN0266-C	HiSeq	ERS224418
AN0267-C	HiSeq	ERS224611
AN0267-Cx	HiSeq	ERS224611
AN0268-C	HiSeq	ERS224581
AN0268-Cx	HiSeq	ERS224581
AN0269-C	HiSeq	ERS224541
AN0269-Cx	HiSeq	ERS224541
AN0270-C	HiSeq	ERS224382
AN0271-C	HiSeq	ERS224434
AN0272-C	HiSeq	ERS224378
AN0273-C	HiSeq	ERS224486
AN0274-C	HiSeq	ERS224426
AN0275-C	HiSeq	ERS224475
AN0276-C	HiSeq	ERS224335
AN0277-C	HiSeq	ERS224354
AN0278-C	HiSeq	ERS224521
AN0278-Cx	HiSeq	ERS224521
AN0279-C	HiSeq	ERS224406
AN0280-C	HiSeq	ERS224666
AN0280-Cx	HiSeq	ERS224666
AN0281-C	HiSeq	ERS224842
AN0282-C	HiSeq	ERS224843
AN0282-Cx	HiSeq	ERS224843
AN0283-C	HiSeq	ERS224598
AN0283-Cx	HiSeq	ERS224598
AN0284-C	HiSeq	ERS224662
AN0284-Cx	HiSeq	ERS224662
AN0285-C	HiSeq	ERS224589
AN0285-Cx	HiSeq	ERS224589
AN0286-C	HiSeq	ERS224627
AN0286-Cx	HiSeq	ERS224627
AN0287-C	HiSeq	ERS224647
AN0287-Cx	HiSeq	ERS224647
AN0288-C	HiSeq	ERS224612
AN0288-Cx	HiSeq	ERS224612
AN0289-C	HiSeq	ERS224840
AN0290-C	HiSeq	ERS224621
AN0290-Cx	HiSeq	ERS224621
AN0291-C	HiSeq	ERS224613
AN0291-Cx	HiSeq	ERS224613
AN0292-C	HiSeq	ERS224841
AN0292-Cx	HiSeq	ERS224841
AN0293-C	HiSeq	ERS224668
AN0293-Cx	HiSeq	ERS224668
AN0294-C	HiSeq	ERS224632
AN0294-Cx	HiSeq	ERS224632
AN0295-C	HiSeq	ERS224844
AN0295-Cx	HiSeq	ERS224844
AN0296-C	HiSeq	ERS224588
AN0296-Cx	HiSeq	ERS224588
AN0297-C	HiSeq	ERS224846
AN0298-C	HiSeq	ERS224625
AN0298-Cx	HiSeq	ERS224625
AN0299-C	HiSeq	ERS224633
AN0299-Cx	HiSeq	ERS224633
AN0300-C	HiSeq	ERS224848
AN0300-Cx	HiSeq	ERS224848
AN0301-C	HiSeq	ERS224669
AN0301-Cx	HiSeq	ERS224669
AN0302-C	HiSeq	ERS224456
AN0303-C	HiSeq	ERS224554
AN0303-Cx	HiSeq	ERS224554
AN0304-C	HiSeq	ERS224420
AN0305-C	HiSeq	ERS224445
AN0306-C	HiSeq	ERS224491
AN0307-C	HiSeq	ERS224474
AN0308-C	HiSeq	ERS224845
AN0308-Cx	HiSeq	ERS224845
AN0309-C	HiSeq	ERS224664
AN0309-Cx	HiSeq	ERS224664
AN0310-C	HiSeq	ERS224643
AN0310-Cx	HiSeq	ERS224643
AN0311-C	HiSeq	ERS224847
AN0312-C	HiSeq	ERS224849
AN0313-C	HiSeq	ERS224444
AN0314-C	HiSeq	ERS224650
AN0314-Cx	HiSeq	ERS224650
AN0315-C	HiSeq	ERS224850
AN0315-Cx	HiSeq	ERS224850
AN0316-C	HiSeq	ERS224509
AN0316-Cx	HiSeq	ERS224509
AN0317-C	HiSeq	ERS224531
AN0318-C	HiSeq	ERS224460
AN0319-C	HiSeq	ERS224490
AN0320-C	HiSeq	ERS224480
AN0321-C	HiSeq	ERS224580
